year,state,control,governor_party,legislature_control,legislature_seats,house_seats,house_dem,house_rep,house_vacant,house_other,senate_seats,senate_dem,senate_rep,senate_vacant,senate_other,unicameral_seats,unicameral_dem,unicameral_rep,unicameral_vacant,unicameral_other
2015,Alabama,Rep,Rep,Rep,140,105,33,72,0,0,35,8,26,0,1,0,0,0,0,0
2015,Alaska,Divided,Ind,Rep,60,40,16,23,0,1,20,6,14,0,0,0,0,0,0,0
2015,Arizona,Rep,Rep,Rep,90,60,24,36,0,0,30,13,17,0,0,0,0,0,0,0
2015,Arkansas,Rep,Rep,Rep,135,100,36,64,0,0,35,11,24,0,0,0,0,0,0,0
2015,California,Dem,Dem,Dem,120,80,52,28,0,0,40,25,12,3,0,0,0,0,0,0
2015,Colorado,Divided,Dem,Split,100,65,34,31,0,0,35,17,18,0,0,0,0,0,0,0
2015,Connecticut,Dem,Dem,Dem,187,151,86,63,2,0,36,20,15,1,0,0,0,0,0,0
2015,Delaware,Dem,Dem,Dem,62,41,25,16,0,0,21,12,9,0,0,0,0,0,0,0
2015,Florida,Rep,Rep,Rep,160,120,38,80,2,0,40,14,25,1,0,0,0,0,0,0
2015,Georgia,Rep,Rep,Rep,236,180,59,120,0,1,56,18,38,0,0,0,0,0,0,0
2015,Hawaii,Dem,Dem,Dem,76,51,44,7,0,0,25,24,1,0,0,0,0,0,0,0
2015,Idaho,Rep,Rep,Rep,105,70,14,56,0,0,35,7,28,0,0,0,0,0,0,0
2015,Illinois,Divided,Rep,Dem,177,118,71,47,0,0,59,39,20,0,0,0,0,0,0,0
2015,Indiana,Rep,Rep,Rep,150,100,30,70,0,0,50,10,40,0,0,0,0,0,0,0
2015,Iowa,Divided,Rep,Split,150,100,43,56,1,0,50,26,24,0,0,0,0,0,0,0
2015,Kansas,Rep,Rep,Rep,165,125,28,97,0,0,40,8,32,0,0,0,0,0,0,0
2015,Kentucky,Divided,Dem,Split,138,100,54,46,0,0,38,11,26,1,0,0,0,0,0,0
2015,Louisiana,Rep,Rep,Rep,144,105,43,56,4,2,39,13,26,0,0,0,0,0,0,0
2015,Maine,Divided,Rep,Split,186,151,78,68,1,4,35,15,20,0,0,0,0,0,0,0
2015,Maryland,Divided,Rep,Dem,188,141,91,50,0,0,47,33,14,0,0,0,0,0,0,0
2015,Massachusetts,Divided,Rep,Dem,200,160,123,35,2,0,40,34,6,0,0,0,0,0,0,0
2015,Michigan,Rep,Rep,Rep,148,110,47,63,0,0,38,11,27,0,0,0,0,0,0,0
2015,Minnesota,Divided,Dem,Split,201,134,62,72,0,0,67,39,28,0,0,0,0,0,0,0
2015,Mississippi,Rep,Rep,Rep,174,122,56,66,0,0,52,20,32,0,0,0,0,0,0,0
2015,Missouri,Divided,Dem,Rep,197,163,44,117,1,1,34,9,25,0,0,0,0,0,0,0
2015,Montana,Divided,Dem,Rep,150,100,41,59,0,0,50,21,29,0,0,0,0,0,0,0
2015,Nebraska,N/A,Rep,N/A,49,0,0,0,0,0,0,0,0,0,0,49,0,0,0,49
2015,Nevada,Rep,Rep,Rep,63,42,17,25,0,0,21,10,11,0,0,0,0,0,0,0
2015,New Hampshire,Divided,Dem,Rep,424,400,160,238,0,2,24,10,14,0,0,0,0,0,0,0
2015,New Jersey,Divided,Rep,Dem,120,80,48,32,0,0,40,24,16,0,0,0,0,0,0,0
2015,New Mexico,Divided,Rep,Split,112,70,33,37,0,0,42,25,17,0,0,0,0,0,0,0
2015,New York,Divided,Dem,Split,213,150,105,44,0,1,63,25,33,0,5,0,0,0,0,0
2015,North Carolina,Rep,Rep,Rep,170,120,45,73,1,1,50,15,34,1,0,0,0,0,0,0
2015,North Dakota,Rep,Rep,Rep,141,94,23,71,0,0,47,15,32,0,0,0,0,0,0,0
2015,Ohio,Rep,Rep,Rep,132,99,34,65,0,0,33,10,23,0,0,0,0,0,0,0
2015,Oklahoma,Rep,Rep,Rep,149,101,29,72,0,0,48,8,40,0,0,0,0,0,0,0
