year,state,control,governor_party,legislature_control,legislature_seats,house_seats,house_dem,house_rep,house_vacant,house_other,senate_seats,senate_dem,senate_rep,senate_vacant,senate_other,unicameral_seats,unicameral_dem,unicameral_rep,unicameral_vacant,unicameral_other
2014,Alabama,Rep,Rep,Rep,140,105,37,66,1,1,35,11,23,0,1,0,0,0,0,0
2014,Alaska,Rep,Rep,Rep,60,40,14,26,0,0,20,7,13,0,0,0,0,0,0,0
2014,Arizona,Rep,Rep,Rep,90,60,24,36,0,0,30,12,17,1,0,0,0,0,0,0
2014,Arkansas,Divided,Dem,Rep,135,100,48,51,0,1,35,13,22,0,0,0,0,0,0,0
2014,California,Dem,Dem,Dem,120,80,55,25,0,0,40,28,11,1,0,0,0,0,0,0
2014,Colorado,Dem,Dem,Dem,100,65,37,28,0,0,35,18,17,0,0,0,0,0,0,0
2014,Connecticut,Dem,Dem,Dem,187,151,98,53,0,0,36,21,14,1,0,0,0,0,0,0
2014,Delaware,Dem,Dem,Dem,62,41,27,14,0,0,21,13,8,0,0,0,0,0,0,0
2014,Florida,Rep,Rep,Rep,160,120,45,74,1,0,40,14,26,0,0,0,0,0,0,0
2014,Georgia,Rep,Rep,Rep,236,180,60,119,0,1,56,18,38,0,0,0,0,0,0,0
2014,Hawaii,Dem,Dem,Dem,76,51,44,7,0,0,25,24,1,0,0,0,0,0,0,0
2014,Idaho,Rep,Rep,Rep,105,70,13,57,0,0,35,7,28,0,0,0,0,0,0,0
2014,Illinois,Dem,Dem,Dem,177,118,71,47,0,0,59,40,19,0,0,0,0,0,0,0
2014,Indiana,Rep,Rep,Rep,150,100,31,69,0,0,50,13,37,0,0,0,0,0,0,0
2014,Iowa,Divided,Rep,Split,150,100,47,53,0,0,50,26,24,0,0,0,0,0,0,0
2014,Kansas,Rep,Rep,Rep,165,125,33,92,0,0,40,8,32,0,0,0,0,0,0,0
2014,Kentucky,Divided,Dem,Split,138,100,54,46,0,0,38,14,23,0,1,0,0,0,0,0
2014,Louisiana,Rep,Rep,Rep,144,105,44,59,0,2,39,13,26,0,0,0,0,0,0,0
2014,Maine,Divided,Rep,Dem,186,151,89,58,0,4,35,19,15,0,1,0,0,0,0,0
2014,Maryland,Dem,Dem,Dem,188,141,98,43,0,0,47,36,11,0,0,0,0,0,0,0
2014,Massachusetts,Dem,Dem,Dem,200,160,131,29,0,0,40,36,4,0,0,0,0,0,0,0
2014,Michigan,Rep,Rep,Rep,148,110,51,59,0,0,38,12,26,0,0,0,0,0,0,0
2014,Minnesota,Dem,Dem,Dem,201,134,73,61,0,0,67,39,28,0,0,0,0,0,0,0
2014,Mississippi,Rep,Rep,Rep,174,122,57,65,0,0,52,20,32,0,0,0,0,0,0,0
2014,Missouri,Divided,Dem,Rep,197,163,52,108,3,0,34,9,24,1,0,0,0,0,0,0
2014,Montana,Divided,Dem,Rep,150,100,38,61,1,0,50,21,29,0,0,0,0,0,0,0
2014,Nebraska,N/A,Rep,N/A,49,0,0,0,0,0,0,0,0,0,0,49,0,0,0,49
2014,Nevada,Divided,Rep,Dem,63,42,27,15,0,0,21,11,10,0,0,0,0,0,0,0
2014,New Hampshire,Divided,Dem,Split,424,400,220,179,1,0,24,11,13,0,0,0,0,0,0,0
2014,New Jersey,Divided,Rep,Dem,120,80,48,32,0,0,40,24,16,0,0,0,0,0,0,0
2014,New Mexico,Divided,Rep,Dem,112,70,37,33,0,0,42,25,17,0,0,0,0,0,0,0
2014,New York,Dem*,Dem,Dem*,213,150,100,40,10,0,63,32,29,2,0,0,0,0,0,0
2014,North Carolina,Rep,Rep,Rep,170,120,43,77,0,0,50,17,33,0,0,0,0,0,0,0
2014,North Dakota,Rep,Rep,Rep,141,94,23,71,0,0,47,14,33,0,0,0,0,0,0,0
2014,Ohio,Rep,Rep,Rep,132,99,39,60,0,0,33,10,23,0,0,0,0,0,0,0
2014,Oklahoma,Rep,Rep,Rep,149,101,29,72,0,0,48,12,36,0,0,0,0,0,0,0
2014,Oregon,Dem,Dem,Dem,90,60,34,26,0,0,30,16,14,0,0,0,0,0,0,0
2014,Pennsylvania,Rep,Rep,Rep,253,203,92,111,0,0,50,23,27,0,0,0,0,0,0,0
2014,Rhode Island,Dem,Dem,Dem,113,75,69,6,0,0,38,32,5,0,1,0,0,0,0,0
2014,South Carolina,Rep,Rep,Rep,170,124,46,78,0,0,46,18,28,0,0,0,0,0,0,0
2014,South Dakota,Rep,Rep,Rep,105,70,17,53,0,0,35,7,28,0,0,0,0,0,0,0
2014,Tennessee,Rep,Rep,Rep,132,99,27,71,0,1,33,7,26,0,0,0,0,0,0,0
2014,Texas,Rep,Rep,Rep,181,150,55,95,0,0,31,12,19,0,0,0,0,0,0,0
2014,Utah,Rep,Rep,Rep,104,75,14,61,0,0,29,5,24,0,0,0,0,0,0,0
2014,Vermont,Dem,Dem,Dem,180,150,93,47,0,10,30,21,7,0,2,0,0,0,0,0
2014,Virginia,Divided,Dem,Rep,140,100,33,67,0,0,40,19,20,1,0,0,0,0,0,0
2014,Washington,Dem*,Dem,Dem*,147,98,55,43,0,0,49,25,24,0,0,0,0,0,0,0
2014,West Virginia,Dem,Dem,Dem,134,100,53,47,0,0,34,24,10,0,0,0,0,0,0,0
2014,Wisconsin,Rep,Rep,Rep,132,99,39,60,0,0,33,15,18,0,0,0,0,0,0,0
2014,Wyoming,Rep,Rep,Rep,90,60,8,52,0,0,30,4,26,0,0,0,0,0,0,0
2014,District of Columbia,N/A,N/A,Dem,13,0,0,0,0,0,0,0,0,0,0,13,11,0,0,2
2014,Guam,Divided,Rep,Dem,15,0,0,0,0,0,0,0,0,0,0,15,9,6,0,0
2014,Mariana Islands,Divided,Cov,Split,29,20,4,4,0,12,9,5,3,1,0,0,0,0,0,0
2014,Puerto Rico,PDP,PDP,PDP,78,51,28,23,0,0,27,18,8,0,1,0,0,0,0,0
2014,Virgin Islands,N/A,Dem,N/A,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15
